Job Title,Company Name,Job Location,Job Posted,Jop Type,Job Skill,Job Link
Accountant,Bedaya Packing,"Nasr City, Cairo, Egypt",5 hours ago,Full Time,Experienced · 5 - 10 Yrs of Exp · Accounting/Finance· Accounting· Corporate Finance· Finance· Quick books· Financial Management,
Student Welfare Counsellor,Malvern College Egypt,"Katameya, Cairo, Egypt",5 hours ago,Full Time,Experienced · 4 - 8 Yrs of Exp · Education/Teaching· English· Administration· Admin,
Business Development Specialist,Ritsol Allied,"Mohandessin, Giza, Egypt",5 hours ago,Full Time,Experienced · 1 - 3 Yrs of Exp · Business Development · IT/Software Development · Sales/Retail· CRM· sales skills· Business Development,
Customer Service Coordinator,SSC Egypt,"Maadi, Cairo, Egypt",5 hours ago,Full Time,Entry Level · 0 - 3 Yrs of Exp · Administration · Customer Service/Support · Sales/Retail· analytical· Communication· Communication skills· Customer· Customer Care· Customer Support· Customer Service,
Sales Account Manager,Ritsol Allied,"Mohandessin, Giza, Egypt",5 hours ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Business Development · IT/Software Development · Sales/Retail· Sales Target· IT· sales skills,
Production Engineer- Electrical Panel Manufacturer,Chint Egemac,"6th of October, Giza, Egypt",6 hours ago,Full Time,Experienced · 3 - 5 Yrs of Exp · males_only · Manufacturing/Production · Engineering - Mechanical/Electrical· SAP· AutoCAD· Electrical Engineering· HSE· Production· Low Voltage Switch Gears· Low Voltage Panel Production· Classic Control,
Translator / Admission Officer,TOP EDUCATION ACADEMY,"Agouza, Giza, Egypt",6 hours ago,Full Time,Entry Level · 2 - 5 Yrs of Exp · males_preferred · Administration · Analyst/Research · Education/Teaching· English· english language· language· Microsoft Office· Research· Translation· translator,
Technical Sales Engineer,GlassRock Insulation Co.,"Maadi, Cairo, Egypt",6 hours ago,Full Time,Experienced · 1 - 3 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical· Civil· engineer· architectural· Engineering· HVAC· Information Technology (IT)· Market Analysis· Mechanical,
Electrical Design Engineer,Amer vision,"Sheraton, Cairo, Egypt",6 hours ago,Full Time,Experienced · 5 - 8 Yrs of Exp · Engineering - Mechanical/Electrical· Construction· Design· Electrical Engineering· English· Revit· Microsoft Office· Customer Service· Communication skills· Engineering,
Senior Software Development Project Manager,Evolvice GmbH,"Maadi, Cairo, Egypt",6 hours ago,Full Time,Experienced · 5 - 15 Yrs of Exp · IT/Software Development· Project Management· Computer Science· Information Technology (IT)· Vmware,
Technical Support Engineer,IT Pillars,"Nasr City, Cairo, Egypt",6 hours ago,Full Time,Entry Level · 1 - 2 Yrs of Exp · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology· Information Technology (IT)· Software Development· Technical Support· IT Support· Networks· Customer Service· Customer Care,
Art Director,MWG,"Nasr City, Cairo, Egypt",6 hours ago,Full Time,Manager · 5 - 7 Yrs of Exp · Creative/Design/Art· Adobe illustrator· Adobe Photoshop· art director· Design· Graphic Design,
General Manager,RES for wastewater & Oil Services,"Cairo, Egypt",6 hours ago,Full Time,Senior Management · 15 - 20 Yrs of Exp · Engineering - Construction/Civil/Architecture· Engineering· Wastewater Treatment· Wastewater Systems,
Senior Backend Developer (Node.js),QARA,"New Cairo, Cairo, Egypt",6 hours ago,Full Time,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Agile· Computer Science· backend· APIs· Design· Git· Information Technology (IT)· JavaScript,
Cabin Crew,Air Arabia,"Sheraton, Cairo, Egypt",6 hours ago,Full Time,Entry Level · 1 - 2 Yrs of Exp · Customer Service/Support · Hospitality/Hotels/Food Services · Tourism/Travel· Cabin crew· Customer Care· Customer Service· Tourism· Travel· Airlines· Aviation,
HR Recruitment Specialist,Confidential,"Heliopolis, Cairo, Egypt",6 hours ago,Full Time,Experienced · 2 - 4 Yrs of Exp · Human Resources· Human Resources (HR)· Recruitment,
Credit Risk Manager,fine stone,"Nasr City, Cairo, Egypt",6 hours ago,Full Time,Manager · 2 - 5 Yrs of Exp · Accounting/Finance · Operations/Management· Credit Risk· Risk Management· Finance· Financial Analysis· Commerce· Microsoft Office· Computer Skills,
Outdoor Sales Representative (female),EL SHIDEED,"Obour City, Cairo, Egypt",6 hours ago,Full Time,Entry Level · 1 - 4 Yrs of Exp · females_preferred · Sales/Retail· sales skills· Sales· Sales Target· Customer Service· Communication Skills· driving license· Food,
Paralegal,Air Arabia,"Sheraton, Cairo, Egypt",6 hours ago,Full Time,Experienced · 5 - 7 Yrs of Exp · Legal· Legal· Law· Paralegal,
Real Estate Property Consultant,Confidential,"Nasr City, Cairo, Egypt",6 hours ago,Full Time,Entry Level · 1 - 2 Yrs of Exp · Sales/Retail· Sales· Real Estate· Sales Skills· Sales Target· Outdoor Sales· Property· Customer Service· Customer Care· Customer Support,
Distribution Unit Manager – Upper Egypt & Abu Rawash,Rashideen Egypt for Trade,"Assiut, Egypt",6 hours ago,Full Time,Manager · 3 - 5 Yrs of Exp · Operations/Management · Sales/Retail· Distribution· Operations Management,
Team Leader Real Estate,Concrete For Real Estate,"6th of October, Giza, Egypt",6 hours ago,Full Time,Experienced · 3 - 7 Yrs of Exp · Sales/Retail· Sales Target· Sales team leader· team leader· Real Estate· Real Estate Sales· sales skills· Sales Team· Sales,
Mechanical Maintenance Engineer,National Company For Maize Products,"10th of Ramadan City, Sharqia, Egypt",6 hours ago,Full Time,Experienced · 5 - 7 Yrs of Exp · males_only · Installation/Maintenance/Repair · Manufacturing/Production · Engineering - Mechanical/Electrical· Engineering· Mechanical· Mechanical Engineering· Leadership· Maintenance,
Product Designer - UI/UX,360Imaging,"Giza, Egypt",6 hours ago,Full Time - Work From Home,Experienced · 5+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology· UX· UI· Information Technology (IT)· Design· Prototyping· Visual Design· Product Design,
Outdoor Marketing Consultant,Confidential,"Cairo, Egypt",6 hours ago,Full Time,Entry Level · 0 - 2 Yrs of Exp · Marketing/PR/Advertising · Sales/Retail· Outdoor Sales· Sales· sales skills· Sales Target· Real Estate· Marketing,
Electrical Maintenance Engineer,National Company For Maize Products,"10th of Ramadan City, Sharqia, Egypt",6 hours ago,Full Time,Experienced · 4 - 5 Yrs of Exp · males_only · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical· Electrical Engineering· Engineering· Electrical· Microsoft Office· Communication skills,
B2B Sales Specialist - Cairo,Confidential,"Cairo, Egypt",6 hours ago,Full Time,Experienced · 7 - 10 Yrs of Exp · Business Development · Sales/Retail· B2B· Sales· sales skills· Sales Target· Business Development· Business Administration,
Stock Controller,National Company For Maize Products,"10th of Ramadan City, Sharqia, Egypt",6 hours ago,Full Time,Experienced · 5 - 10 Yrs of Exp · males_only · Logistics/Supply Chain · Purchasing/Procurement· Stock controller· Supply Chain· Oracle· MS Excel,
IT Specialist,MATGR For Engineering And Trading,"Obour City, Cairo, Egypt",6 hours ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology· Help desk· IT· Computer Science· Information Technology (IT)· Technical Support· Unix· Windows,
Senior Corporate Sales Specialist,Confidential,"Cairo, Egypt",6 hours ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Business Development · Sales/Retail· Sales· Business Writing· English· sales skills· Sales Target· Communication Skills· Corporate· Business Development,
Backend Developer,360Imaging,"Dokki, Giza, Egypt",6 hours ago,Full Time - Work From Home,Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Backend· Golang· AWS· Nodejs· javascript· Information Technology (IT)· Computer Science· Software Development,
Lawyer,Tatweer Misr,"Garden City, Cairo, Egypt",7 hours ago,Full Time,Experienced · 4 - 6 Yrs of Exp · Legal· Law· Legal· Corporate Law· English,
Sales Representative - Cairo,Confidential,"Nasr City, Cairo, Egypt",7 hours ago,Full Time,Entry Level · 1 - 2 Yrs of Exp · Sales/Retail· Sales Skills· Sales· Sales Target· Outdoor· Sales Outdoor· Communication Skills· Outdoor Sales· Customer Service· English,
HR Manager,Concrete For Real Estate,"6th of October, Giza, Egypt",7 hours ago,Full Time,Experienced · 2 - 7 Yrs of Exp · Human Resources· Hr manager· Human Resources (HR)· Manager· Recruitment· HR· Personnel,
Senior Property Consultant,Confidential,"Cairo, Egypt",7 hours ago,Full Time,Entry Level · 1 - 2 Yrs of Exp · Sales/Retail· Sales· sales skills· Sales Target· Real Estate· English,
kg English teacher,Brilliant Minds School  BMS,"Mokattam, Cairo, Egypt",7 hours ago,Full Time,Experienced · 1+ Yrs of Exp · Education/Teaching· English· Kids· Planning· Skills· Teaching,
Middle and High School Science Teacher (October Campus),Nefertari International School,"6th of October, Giza, Egypt",7 hours ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Education/Teaching· Education· Science· Teacher,
Project Manager ( Concrete paving),R squared Holding,"Marsa Matruh, Matruh, Egypt",7 hours ago,Full Time,Manager · 10 - 15 Yrs of Exp · males_only · Engineering - Construction/Civil/Architecture · IT/Software Development · Project/Program Management· Computer Science· Engineering· Information Technology (IT)· Manager· concrete· Project· Project Management,
Director of Security Military background Army(جيش برتبه _ عقيد / عميد ),Giza power,"Giza, Giza, Egypt",7 hours ago,Full Time,Senior Management · 15 - 20 Yrs of Exp · Other· Military officer· Security,
English Supervisor at Agyad,Manhattan Schools,"Maadi, Cairo, Egypt",7 hours ago,Full Time,Experienced · 3 - 7 Yrs of Exp · Education/Teaching· English· Experience· Managerial skills,
R&D Mechanical Engineer,TEPCO S.A.E.,"6th of October, Giza, Egypt",7 hours ago,Full Time,Entry Level · 0 - 2 Yrs of Exp · R&D/Science · Engineering - Mechanical/Electrical· Mechanical Engineering· Engineering· R&D· Mechanical· Design· Solid work,
Science Supervisor at Agyad,Manhattan Schools,"Maadi, Cairo, Egypt",7 hours ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Education/Teaching· Supervisor· Science Teaching,
General Ledger Accountant,Nasps,"Cairo, Egypt",7 hours ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Accounting/Finance· Accounting· Finance· Management,
Business Development Specialist,Nacita,"Giza, Egypt",7 hours ago,Full Time,Experienced · 1 - 3 Yrs of Exp · Business Development · Marketing/PR/Advertising · Sales/Retail· B2B· Business Development· Management· Negotiation· Logistics· business· sales skills,
General Accountant,Confidential,"New Cairo, Cairo, Egypt",7 hours ago,Full Time,Experienced · 5 - 7 Yrs of Exp · Accounting/Finance· Finance· Accounting· A/R· A/P· General Ledger· General Accounting· Financial Analysis· English· Communication Skills,
Electrical tender and design Engineer,TEPCO S.A.E.,"6th of October, Giza, Egypt",7 hours ago,Full Time,Experienced · 1 - 3 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical· AutoCAD· Electrical· Electrical Design· Electrical Engineering· Drawing· Design· Engineering· Power,
Internal Financial Audit,Giza power,"Giza, Giza, Egypt",7 hours ago,Full Time,Manager · 7 - 10 Yrs of Exp · Accounting/Finance· Accounting· Auditing· Finance· Financial Analysis,
MEP Design Engineer ( REVIT ),Confidential,"Maadi, Cairo, Egypt",7 hours ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical· Revit· Electrical· Engineering· HVAC· Mechanical· BIM· Design· Architectural Design,
Accounting Manager,Vision,"Nasr City, Cairo, Egypt",7 hours ago,Full Time,Manager · 7 - 9 Yrs of Exp · males_only · Accounting/Finance · Operations/Management· Commerce· Accounting· Finance· Financial Analysis· Financial Management· Financial Software· SAP· Software,
Medical Device Sales & Service Engineer (Upper Egypt),Sysmex Egypt LLC,"Assuit, Assiut, Egypt",8 hours ago,Full Time,Experienced · 2 - 3 Yrs of Exp · Medical/Healthcare · Sales/Retail · Engineering - Other· engineer· medical device· Sales· Engineering· Communication· Sales Target,
Audit Manager,Sekem,"Salam City, Cairo, Egypt",8 hours ago,Full Time,Manager · 5 - 10 Yrs of Exp · Accounting/Finance· Accounting· Audit· Auditing· Finance· Financial Analysis· Analysis· Risk Management· Internal auditing· Management,
PHP Developer,appcorp,"Heliopolis, Cairo, Egypt",8 hours ago,Full Time,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· HTML· Database· CSS· Computer Science· CodeIgniter· AJAX· Information Technology (IT)· MySQL,
Technical Office Engineer,Construction & Design Co. SAE,"Downtown, Cairo, Egypt",8 hours ago,Full Time,Experienced · 4 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture· Engineering· Architectural Engineering· Microsoft Office,
Customer Service Administrator (Medical Device Customers),Sysmex Egypt LLC,"New Cairo, Cairo, Egypt",8 hours ago,Full Time,Entry Level · 0 - 3 Yrs of Exp · Administration · Customer Service/Support· Customer Support· office· English· Communication skills· Communication· Customer Care· Customer Service· MS Office,
Senior Embedded Software Engineer,ElSewedy Electrometer,"6th of October, Giza, Egypt",8 hours ago,Full Time,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Information Technology (IT)· Communications Engineering· Electronics· C++· C/C++· RTOS· Firmware· Unit Testing,
Sales Marketing Executive,flyadeal Egypt,"Giza, Egypt",8 hours ago,Full Time,Experienced · 1 - 1 Yrs of Exp · Marketing/PR/Advertising · Tourism/Travel· Aviation· Communication· Marketing· negotiation skills· Sales Target· sales skills· Sales,
IT Security Administrator,Sukari Gold Mines,"Qusayr, Red Sea, Egypt",8 hours ago,Full Time,Experienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology· Information Technology (IT)· Computer Science· Engineering· Security Administration· Cisco· WSA· ASA,
Legal Manager,El Sewedy Education  The Knowledge Hub Universities,"Cairo, Egypt",8 hours ago,Full Time,Manager · 8+ Yrs of Exp · Legal· Labor Law· Legal· Law· Education,
Senior Digital Marketing Specialist - Middle East & Africa,KONE,"New Cairo, Cairo, Egypt",9 hours ago,Full Time,Experienced · 3 - 7 Yrs of Exp · Marketing/PR/Advertising· campaigns· Digital· Digital Marketing· E-Marketing· Google Analytics· Marketing· Marketing Campaigns· media· SEM,
SAP FICO Consultant,Multi M Group,"khanka, Qalubia, Egypt",9 hours ago,Full Time,Entry Level · 1 - 2 Yrs of Exp · IT/Software Development· FI/CO· SAP· Information Technology (IT),
Collection Manager,KONE,"New Cairo, Cairo, Egypt",9 hours ago,Full Time,Manager · 6 - 10 Yrs of Exp · Accounting/Finance· Collection· Reporting· MS Excel,
